"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina"
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2015_1_077_008","Arhinmäki, Paavo",1976,NA,"Male","36-45","2001-Present","Very Short","kapina","hallitus vastaus jaksaa tehdä yhteiskunna tärkeä työ jatko arvoisa rouva puheen#johtaja ruohonjuuritaso taso tuntea päätös vaikutus nousta kapina päätös usea usea iso kaupunki tehdä etu#käteen päätös raja lapsi subjektiivinen päivähoito-oikeus lainen tampere riihimähdä","hallitus vastaus jaksaa tehdä yhteiskunna tärkeä työ jatko arvoisa rouva puheenjohtaja ruohonjuuritaso taso tuntea päätös vaikutus nousta kapina päätös usea usea iso kaupunki tehdä etukäteen päätös raja lapsi subjektiivinen päivähoito-oikeus lainen tampere riihimähdä","Left",0,1
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2017_1_138_012","Arhinmäki, Paavo",1976,NA,"Male","36-45","2001-Present","Very Short","sisällissota","ministerimersinä taka#ovi aueta nauru välihuuto arvoisa rouva puhe#mies päätelmä ministeri soini puheenvuoro tehdä arvoisa puhe#mies syyria kria jemeni sisällissota paha humanitäärinen kriisi maailma lapsi nainen sivullinen kärsiä liittoutua jemeni sota käydä saudi-arabi arabiemiraatti maa suomia","ministerimersinä takaovi aueta nauru välihuuto arvoisa rouva puhemies päätelmä ministeri soini puheenvuoro tehdä arvoisa puhemies syyria kria jemeni sisällissota paha humanitäärinen kriisi maailma lapsi nainen sivullinen kärsiä liittoutua jemeni sota käydä saudi-arabi arabiemiraatti maa suomia","Left",0,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s1990_1_176_083","Laine, Ensio",1927,2021,"Male","56-65","1960-2000","Long","kapina","poliittinen oikeus koskea yleis#sopimus artikla poikkeaa osa sopimus mainita ihmis#oikeus hallitus esityksä valio#kunta enemmistö osa hyväksyä epä#selvä kapina saada sellainen mitta#suhde oikeuttaa kansalainen poliittinen oikeus koskea sopimus eurooppa ihmisoikeussopimus tarkoittaa hyväksyttävästi poikkeaa ihmisoikeuksinen hätätila nojautua pelkkä oikeusjärjestys vaarantuminen olo muudota maailman#sota päättyminen verrata kansalais#sota jälkitilanteenen huomata kapina merkityknen sana säätämisaika tarkoittaa todennäköisyys tulevaisuus äärimmäinen vähäinen kapina käsite epä#määräinen saattaa alentaa puolustus#tila voimaansaattamiskynnys todeta puolustustilalaki kirjata sellainen poikkeusolo käsitteittää sisältö laki","poliittinen oikeus koskea yleissopimus artikla poikkeaa osa sopimus mainita ihmisoikeus hallitus esityksä valiokunta enemmistö osa hyväksyä epäselvä kapina saada sellainen mittasuhde oikeuttaa kansalainen poliittinen oikeus koskea sopimus eurooppa ihmisoikeussopimus tarkoittaa hyväksyttävästi poikkeaa ihmisoikeuksinen hätätila nojautua pelkkä oikeusjärjestys vaarantuminen olo muudota maailmansota päättyminen verrata kansalaissota jälkitilanteenen huomata kapina merkityknen sana säätämisaika tarkoittaa todennäköisyys tulevaisuus äärimmäinen vähäinen kapina käsite epämääräinen saattaa alentaa puolustustila voimaansaattamiskynnys todeta puolustustilalaki kirjata sellainen poikkeusolo käsitteittää sisältö laki","Left",0,1
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s1998_1_039_080","Uotila, Kari",1955,NA,"Male","36-45","1960-2000","Long","kapina","mieli itsenäinen asema arvioida puolustus tarve henkilö#kohtaisesti vasemmistoliitto ryhmä tyytyväinen syntyä kapina asia radikaalistaa vuosikymmeni puututa puolustusmeno mahdollistaa puolustusmeno budjettiosuus sopimus henki toteuttaa aletä pysyvästi prosentti","mieli itsenäinen asema arvioida puolustus tarve henkilökohtaisesti vasemmistoliitto ryhmä tyytyväinen syntyä kapina asia radikaalistaa vuosikymmeni puututa puolustusmeno mahdollistaa puolustusmeno budjettiosuus sopimus henki toteuttaa aletä pysyvästi prosentti","Left",0,1
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2013_1_035_018","Kalliorinne, Risto",1971,NA,"Male","36-45","2001-Present","Very Short","kapina","seutukunna kuntarakenne#laki kauheasti antaa mahdollisuus pattitilas ratkaisu käyttää veto-oikeus estää järkevä kokonaisuus synty syntyä tämmöinen hyväosainen kapina haluta etu pitää kuitsaan tämmöinen selvitystulos aikoa hallitus loppu tarkastella kuntauudistus eteneminen tarkastella valtio#neuvosto toimi#valta tämänkaltainen","seutukunna kuntarakennelaki kauheasti antaa mahdollisuus pattitilas ratkaisu käyttää veto-oikeus estää järkevä kokonaisuus synty syntyä tämmöinen hyväosainen kapina haluta etu pitää kuitsaan tämmöinen selvitystulos aikoa hallitus loppu tarkastella kuntauudistus eteneminen tarkastella valtioneuvosto toimivalta tämänkaltainen","Left",0,1
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2008_1_106_078","Tennilä, Esko-Juhani",1947,2024,"Male","56-65","2001-Present","Very Short","vallankumous","saavutuksenne puheenne ruotsi asua eläkkei olla maksaa vero tämä saavutuksenne vallankumous epäonnistua yhdessä olla tehdä päälaelleen tulos","saavutuksenne puheenne ruotsi asua eläkkei olla maksaa vero tämä saavutuksenne vallankumous epäonnistua yhdessä olla tehdä päälaelleen tulos","Left",1,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s1991_1_047_073","Laakso, Jaakko",1948,NA,"Male","36-45","1960-2000","Very Short",NA,NA,NA,"Left",NA,NA
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2010_1_010_064","Laakso, Jaakko",1948,NA,"Male","56-65","2001-Present","Short","sisällissota","afganistanna tunnetui naispoliitikko neuvo kansainvälinen yhteisö yksinkertainen selkeä ulkomaalainen sota#joukko vetää pois afganistaninen maa kansalainen saada päättää kohtalosta tulevaisuudesta sisällissota kiihtyä ulkomaalais joukko kansain#välinen yhteisö epäonnistua afganistani vuosi luvata siviiliavu toimittaminen apu murto#osa luvata tieto karzain","afganistanna tunnetui naispoliitikko neuvo kansainvälinen yhteisö yksinkertainen selkeä ulkomaalainen sotajoukko vetää pois afganistaninen maa kansalainen saada päättää kohtalosta tulevaisuudesta sisällissota kiihtyä ulkomaalais joukko kansainvälinen yhteisö epäonnistua afganistani vuosi luvata siviiliavu toimittaminen apu murtoosa luvata tieto karzain","Left",0,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2021_1_126_095","Kivelä, Mai",1982,NA,"Female","36-45","2001-Present","Very Short","sisällissota","arvoisa puhe#mies jemennä käynti sisällissota nyky#aika paha humanitäärinen kriisi johtaa miljoona ihminen pakolaisuus vakava ihmisoikeusloukkaus suomi keskeyttää aselupi myöntäminen arabiemiirikunti","arvoisa puhemies jemennä käynti sisällissota nykyaika paha humanitäärinen kriisi johtaa miljoona ihminen pakolaisuus vakava ihmisoikeusloukkaus suomi keskeyttää aselupi myöntäminen arabiemiirikunti","Left",0,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s1991_1_047_066","Laakso, Jaakko",1948,NA,"Male","36-45","1960-2000","Long",NA,NA,NA,"Left",NA,NA
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s1991_1_114_328","Tennilä, Esko-Juhani",1947,2024,"Male","36-45","1960-2000","Very Short","kapina","suuri vaikeus totta pankki ottaa linja käyttö päästä saada opintolaina opintoraha keskiaste surkea keski#aste kapina perustella kritiikki kovasti korkeakouluinen ryhmä hävitä karkeasti sanoa hyötyy hävitä","suuri vaikeus totta pankki ottaa linja käyttö päästä saada opintolaina opintoraha keskiaste surkea keskiaste kapina perustella kritiikki kovasti korkeakouluinen ryhmä hävitä karkeasti sanoa hyötyy hävitä","Left",0,1
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2007_1_096_011","Arhinmäki, Paavo",1976,NA,"Male","25-35","2001-Present","Short","sisällissota","harjoittaa puhua afganistani operaatio suomi osallistuminen puhua allekirjoittaako suomi periaate afganistani käydä sisällis#sota sisällis#sota tarkoittaa tarkoittaa valtava määrä siviiliuhri sanoa rauhanturvaaminen käydä yhdysvaltain toimi ilmapommituksi seuraus tuhat tuhat kuolle siviili kuitata","harjoittaa puhua afganistani operaatio suomi osallistuminen puhua allekirjoittaako suomi periaate afganistani käydä sisällissota sisällissota tarkoittaa tarkoittaa valtava määrä siviiliuhri sanoa rauhanturvaaminen käydä yhdysvaltain toimi ilmapommituksi seuraus tuhat tuhat kuolle siviili kuitata","Left",0,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2008_1_026_063","Tennilä, Esko-Juhani",1947,2024,"Male","56-65","2001-Present","Very Short","kapina","liike#mies yliopisto kokoomus tuoa ymmärtää kokoomus tällainen bisneshenkinen raja keskittäminen pää#kaupunki#seutu sopia keskusta alistua tämmöinen meno kapina tulla homma jatkua maa luoda alueellinen yliopistoverkko valtava eriytyminen venyä haitari","liikemies yliopisto kokoomus tuoa ymmärtää kokoomus tällainen bisneshenkinen raja keskittäminen pääkaupunkiseutu sopia keskusta alistua tämmöinen meno kapina tulla homma jatkua maa luoda alueellinen yliopistoverkko valtava eriytyminen venyä haitari","Left",0,1
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2009_1_017_060","Kangas, Matti",1944,NA,"Male","56-65","2001-Present","Very Short","vallankumous","haalariporukka huippusalaisuus tietää ryhmä ihminen koskea yritys arvoisa puhe#mies elää viestintä digitaalinen viestintä vallankumous mahdollistaa viestintä muoto vallankumous alku avata jatkuvasti sosiaalinen oleminen tapa digitaalinen vallankumous mahdollistaa mahdoton etätyöskentely arvoisa puhe#mies elää viestintä digitaalinen viestintä vallankumous mahdollistaa viestintä muoto vallankumous alku avata jatkuvasti sosiaalinen oleminen tapa digitaalinen vallankumous mahdollistaa mahdoton etätyöskentely pitkä matka suoma hieno käsi laki vaarantaa etä#työ tietosuoja viesti","haalariporukka huippusalaisuus tietää ryhmä ihminen koskea yritys arvoisa puhemies elää viestintä digitaalinen viestintä vallankumous mahdollistaa viestintä muoto vallankumous alku avata jatkuvasti sosiaalinen oleminen tapa digitaalinen vallankumous mahdollistaa mahdoton etätyöskentely arvoisa puhemies elää viestintä digitaalinen viestintä vallankumous mahdollistaa viestintä muoto vallankumous alku avata jatkuvasti sosiaalinen oleminen tapa digitaalinen vallankumous mahdollistaa mahdoton etätyöskentely pitkä matka suoma hieno käsi laki vaarantaa etätyö tietosuoja viesti","Left",1,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s1992_1_034_030","Tennilä, Esko-Juhani",1947,2024,"Male","36-45","1960-2000","Very Short","vallankumous","mukainen hämmästyttävä keskustapuolue lähteä näinpäin asetelma todellisuudessa näyttää vallankumous syödä lapsi rahamarkkino vapauttaja kullberg joutua potkaisea pois seuraamus pystyä vastata tämmöinen vapaus jatkua lähteä","mukainen hämmästyttävä keskustapuolue lähteä näinpäin asetelma todellisuudessa näyttää vallankumous syödä lapsi rahamarkkino vapauttaja kullberg joutua potkaisea pois seuraamus pystyä vastata tämmöinen vapaus jatkua lähteä","Left",1,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2016_1_021_044","Andersson, Li",1987,NA,"Female","25-35","2001-Present","Very Short","sisällissota","itse mahdollisuus vieraa kaakkois-turki viikko merkittävästi sisäpoliittinen tilanne turki huonontua kaakkois#osa käytäntö sisällissota käynti turkki syyllistyä sotatoimi pohjois-syyria puoli kysyä suomi eu toimi turkki saada","itse mahdollisuus vieraa kaakkois-turki viikko merkittävästi sisäpoliittinen tilanne turki huonontua kaakkoisosa käytäntö sisällissota käynti turkki syyllistyä sotatoimi pohjois-syyria puoli kysyä suomi eu toimi turkki saada","Left",0,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2010_1_152_008","Tennilä, Esko-Juhani",1947,2024,"Male","56-65","2001-Present","Short","vallankumous","pääministeri olla siirtää tuskin viisas mies kukaan hyväksyä suuri valta suomi pääministeri muutos tulla tällainen vallankumous ulko turvallisuuspolitiikka johtaminen lipponen so what lausunto lanseeraama fraata sokea reettakki nähdä nato-kiertotietä hakea presidentti valta vähentämisi","pääministeri olla siirtää tuskin viisas mies kukaan hyväksyä suuri valta suomi pääministeri muutos tulla tällainen vallankumous ulko turvallisuuspolitiikka johtaminen lipponen so what lausunto lanseeraama fraata sokea reettakki nähdä nato-kiertotietä hakea presidentti valta vähentämisi","Left",1,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s1990_1_171_076","Männistö, Lauha",1934,2017,"Female","56-65","1960-2000","Short","kapina","toimeenpanovalta edustaa hallitus antaa esitys vastata oikeus tulkita sota toden#näköisyys maa ajautua kapina kysyä kapina vastaus tyydyttää sellainen kansalainen elämä uhkata hätä#tila voida nimittää kapina asetus —puolustustila voimassa enintään","toimeenpanovalta edustaa hallitus antaa esitys vastata oikeus tulkita sota todennäköisyys maa ajautua kapina kysyä kapina vastaus tyydyttää sellainen kansalainen elämä uhkata hätätila voida nimittää kapina asetus —puolustustila voimassa enintään","Left",0,1
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s1990_1_180_024","Laine, Ensio",1927,2021,"Male","56-65","1960-2000","Long",NA,NA,NA,"Left",NA,NA
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2006_1_024_025","Tiusanen, Pentti",1949,2018,"Male","56-65","2001-Present","Very Short","sisällissota","arvoisa puhe#mies iraki interventio tulos yhdys#valta tehdä liittolaisine laaja#mittainen sisällissota ira seuraava kohde kriisi vaikeutua usa n nykyhallinto heikentää yk n asema ohjelma","arvoisa puhemies iraki interventio tulos yhdysvalta tehdä liittolaisine laajamittainen sisällissota ira seuraava kohde kriisi vaikeutua usa n nykyhallinto heikentää yk n asema ohjelma","Left",0,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2018_1_087_077","Arhinmäki, Paavo",1976,NA,"Male","36-45","2001-Present","Very Short","sisällissota","pitää käydä asekauppa puolustusministeri perustella asekauppa käytäntö testata kuvastaa kylmä tavaajatteluta arvoisa rouva puhe#mies jemeni sisällissota pitkään käynti suomi antaa vienti#lupa arabiemiraatte se tieto norja yleis#radio patria","pitää käydä asekauppa puolustusministeri perustella asekauppa käytäntö testata kuvastaa kylmä tavaajatteluta arvoisa rouva puhemies jemeni sisällissota pitkään käynti suomi antaa vientilupa arabiemiraatte se tieto norja yleisradio patria","Left",0,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s1990_1_171_068","Laine, Ensio",1927,2021,"Male","56-65","1960-2000","Long","kapina","julkinen sana taho valio#kunta lausunnoi esittää huolissaan kapinakäsits —sisällyttäminen lain#säädäntö hallitus lainkaan osata perustella minkälainen tilanne tarkoittaa käsite kapina vastustaja muutos huolissaan turvasäiliökysymys nostaa lakiesityksi perustelematta esittää sellainen käsitys pykei lain#säädäntö haluta sijoittaa","julkinen sana taho valiokunta lausunnoi esittää huolissaan kapinakäsits —sisällyttäminen lainsäädäntö hallitus lainkaan osata perustella minkälainen tilanne tarkoittaa käsite kapina vastustaja muutos huolissaan turvasäiliökysymys nostaa lakiesityksi perustelematta esittää sellainen käsitys pykei lainsäädäntö haluta sijoittaa","Left",0,1
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2004_1_105_097","Mustajärvi, Markus",1963,NA,"Male","36-45","2001-Present","Short",NA,NA,NA,"Left",NA,NA
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s1994_1_109_465","Laine, Ensio",1927,2021,"Male","66+","1960-2000","Very Short","vallankumous","laaja kysymys ed markku laukkanen allekirjoittaa pystyä vastauspuheen#vuoro selvitteleä palata kolmas käsittely ed ukkola vallankumous puhuida nimittäin säätää laki eurooppa unioni koskea talo tulla valio#kunta","laaja kysymys ed markku laukkanen allekirjoittaa pystyä vastauspuheenvuoro selvitteleä palata kolmas käsittely ed ukkola vallankumous puhuida nimittäin säätää laki eurooppa unioni koskea talo tulla valiokunta","Left",1,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2001_1_098_077","Tennilä, Esko-Juhani",1947,2024,"Male","46-55","2001-Present","Very Short","kapina","työeläke suuttumus eläkevää taho aiheellinen osa eläkeläisinen todella menettää pohja#osa tosi#asia kerta yhteensovitus eläkeläis kapina onneksi lopulta yltää edus#kunta laajuus lupa odottaa tulos lähteä ratketa tekniikka tällainen korjaus","työeläke suuttumus eläkevää taho aiheellinen osa eläkeläisinen todella menettää pohjaosa tosiasia kerta yhteensovitus eläkeläis kapina onneksi lopulta yltää eduskunta laajuus lupa odottaa tulos lähteä ratketa tekniikka tällainen korjaus","Left",0,1
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2007_1_100_326","Tiusanen, Pentti",1949,2018,"Male","56-65","2001-Present","Very Short","sisällissota","hamina rauha tura rauha ruotsi ulko#politiikka luoda linjaus käydä sisällissota valita kuningas paikka edus#kunta tehdä maailman#sota loppu#tulos johtaa saksalainen joukko lähtö","hamina rauha tura rauha ruotsi ulkopolitiikka luoda linjaus käydä sisällissota valita kuningas paikka eduskunta tehdä maailmansota lopputulos johtaa saksalainen joukko lähtö","Left",0,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2001_1_082_009","Syvärinen, Katja",1971,NA,"Female","25-35","2001-Present","Long","vallankumous","julkistaa visioita euroopa näkyä asian#omainen henkilökohtainen mieltymys poliittinen suunta kansallinen historia kuva oma kansakunna eurooppa osa ranska vallankumous laa yhtenäinen ranskalaisuus korostaa valtio vaiva kyetä myöntyä paikallinen itsehallinto antaminen korsika näkemys kansa#kunta rooli heijastua","julkistaa visioita euroopa näkyä asianomainen henkilökohtainen mieltymys poliittinen suunta kansallinen historia kuva oma kansakunna eurooppa osa ranska vallankumous laa yhtenäinen ranskalaisuus korostaa valtio vaiva kyetä myöntyä paikallinen itsehallinto antaminen korsika näkemys kansakunta rooli heijastua","Left",1,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2008_1_102_084","Mustajärvi, Markus",1963,NA,"Male","36-45","2001-Present","Very Short","vallankumous","arvoisa puhe#mies vallan#kumous ryskye edetä tehdä pieni pykälämuutosesitys tarkkaan mietitä perustella rahastaka kiinni","arvoisa puhemies vallankumous ryskye edetä tehdä pieni pykälämuutosesitys tarkkaan mietitä perustella rahastaka kiinni","Left",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2019_1_084_388","Hassi, Satu",1951,NA,"Female","66+","2001-Present","Very Short","sisällissota","hyvä yhteiskuntakehityknen elämä saada nauttia suinkaan itsestään#selvyys tietää reilu kuukausi itsenäisyysjulistus syttyä sisällis#sota tapahtua oikeusvaltioperiaatteinen opiskeluaikana tutustua eläkeikäinen miehea sisällis#sota kymmenvuotias kertoa","hyvä yhteiskuntakehityknen elämä saada nauttia suinkaan itsestäänselvyys tietää reilu kuukausi itsenäisyysjulistus syttyä sisällissota tapahtua oikeusvaltioperiaatteinen opiskeluaikana tutustua eläkeikäinen miehea sisällissota kymmenvuotias kertoa","Center",0,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1995_1_031_056","Pulliainen, Erkki",1938,2022,"Male","56-65","1960-2000","Long","sisällissota","lähi-idä pohjois-afrika mikään integroitua yhteisö raja sisäpuolella tehokas erikoiskoulutettu poliisivoin euro-omone pana röttelöijä järjesty estettäinen mahdollinen sisällis#sota rajoiteta kriisi sisäinen rauhaanpakottaminen järjesty palauttaminen joukoi passipoliisi#voima soveltua keskustelu todeta kuuluisa vene","lähi-idä pohjois-afrika mikään integroitua yhteisö raja sisäpuolella tehokas erikoiskoulutettu poliisivoin euro-omone pana röttelöijä järjesty estettäinen mahdollinen sisällissota rajoiteta kriisi sisäinen rauhaanpakottaminen järjesty palauttaminen joukoi passipoliisivoima soveltua keskustelu todeta kuuluisa vene","Center",0,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2009_1_117_084","Haavisto, Pekka",1958,NA,"Male","46-55","2001-Present","Very Short","vallankumous","arvoisa puhe#mies ed kaikkoni puhua lämpimästi vihreä vallankumouknen ilmoittautu joukko pitää banderolli päästä kiinni vallankumous alkaa merkitä suomi ilmastonmuutoknen mahdollisuus teknologia osaaminen maailma tulla kysyä valtava kööpenhamina","arvoisa puhemies ed kaikkoni puhua lämpimästi vihreä vallankumouknen ilmoittautu joukko pitää banderolli päästä kiinni vallankumous alkaa merkitä suomi ilmastonmuutoknen mahdollisuus teknologia osaaminen maailma tulla kysyä valtava kööpenhamina","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2006_1_111_054","Sinnemäki, Anni",1973,NA,"Female","25-35","2001-Present","Very Short","sisällissota","palauttaminen liittyä tekninen esteinen ihminen myöntää pysyvä oleskelu#lupa tähti edellyttää mennä maa käytäntö sisällissota arvoisa puhe#mies aktiivinen maahanmuuttopolitiikka liittyä hallitus ohjelma puhua harkita käytäntö työnhakija viisumi aika#taulu hallitus edistää linjaus","palauttaminen liittyä tekninen esteinen ihminen myöntää pysyvä oleskelulupa tähti edellyttää mennä maa käytäntö sisällissota arvoisa puhemies aktiivinen maahanmuuttopolitiikka liittyä hallitus ohjelma puhua harkita käytäntö työnhakija viisumi aikataulu hallitus edistää linjaus","Center",0,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1984_1_146_012","Komsi, Ville",1946,NA,"Male","36-45","1960-2000","Very Short","vallankumous","ymmärtää sosialistisessakki järjestelmä joutua tehdä pieni päätös tehdä yhteis#kunta kokonaisetu päättäjä mieli päällimmäinen uskoa esinä sosialistinen vallankumous välttämättä sinänsä ratkaista ongelma liittyä työnantaja sanoa joku teollisuuskombinaatti johtaja joku työntekijäryhmä epäedullinen kyseinen työnteettäjä hoitaa","ymmärtää sosialistisessakki järjestelmä joutua tehdä pieni päätös tehdä yhteiskunta kokonaisetu päättäjä mieli päällimmäinen uskoa esinä sosialistinen vallankumous välttämättä sinänsä ratkaista ongelma liittyä työnantaja sanoa joku teollisuuskombinaatti johtaja joku työntekijäryhmä epäedullinen kyseinen työnteettäjä hoitaa","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2013_1_031_107","Karimäki, Johanna",1973,NA,"Female","36-45","2001-Present","Short","vallankumous","fossiilinen polttoaine halpa teknologia nousta korjata markkinavirhe vauria jälki#polvi ilmasto#muutos teollinen vallankumous voittaja nopeasti omaksua tekniikka hyötyjä lopulta ihminen kuuluisa raportti ster kertoa uusi tutkimustulos osoittaa","fossiilinen polttoaine halpa teknologia nousta korjata markkinavirhe vauria jälkipolvi ilmastomuutos teollinen vallankumous voittaja nopeasti omaksua tekniikka hyötyjä lopulta ihminen kuuluisa raportti ster kertoa uusi tutkimustulos osoittaa","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1993_1_039_009","Hautala, Heidi",1955,NA,"Female","36-45","1960-2000","Very Short","sisällissota","yksittäinen tapaus varma demokratisoituuko etelä-afrikka syttyä kauaskantoinen laajalti maailma vaikuttaa sisällissota minusta sopimaton käyttää harkinta edus#kunta jäseni pitää ongelma puhemiesneuvosto hallitus vetää","yksittäinen tapaus varma demokratisoituuko etelä-afrikka syttyä kauaskantoinen laajalti maailma vaikuttaa sisällissota minusta sopimaton käyttää harkinta eduskunta jäseni pitää ongelma puhemiesneuvosto hallitus vetää","Center",0,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2013_1_007_121","Sinnemäki, Anni",1973,NA,"Female","36-45","2001-Present","Very Short","vallankumous","arvoisa puhe#mies valtiopäiva avajainen tasa#valta presidentti saulla niinistö puhua saksa energiavallanku-mouknen sellainen vallankumous suomalainen teollisuus kannattaa saksa uusiutuva energia ympärille syntyä työ#paikka suomi maa toima määrä#tietoisesti","arvoisa puhemies valtiopäiva avajainen tasavalta presidentti saulla niinistö puhua saksa energiavallanku-mouknen sellainen vallankumous suomalainen teollisuus kannattaa saksa uusiutuva energia ympärille syntyä työpaikka suomi maa toima määrätietoisesti","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1992_1_197_019","Räty, Pekka",1954,NA,"Male","36-45","1960-2000","Very Long","vallankumous","suomalainen yhteiskuntajärjestelmä saada rahoitus laaja asiantuntemus ed paloheimon taho tuoda moni puheenvuoroi valtava vallankumous kestävä kehitys tie aikaansaaminen tehdä minkälainen rahoitustarpei kysymys tie lähdettäisi ymmärtää kiire hätää","suomalainen yhteiskuntajärjestelmä saada rahoitus laaja asiantuntemus ed paloheimon taho tuoda moni puheenvuoroi valtava vallankumous kestävä kehitys tie aikaansaaminen tehdä minkälainen rahoitustarpei kysymys tie lähdettäisi ymmärtää kiire hätää","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2004_1_075_016","Pulliainen, Erkki",1938,2022,"Male","66+","2001-Present","Very Short","vallankumous","menetellä niitti typeryys jatkua elikkä pitää aika hallitus olla vallankumous tehdä epä#onnistua","menetellä niitti typeryys jatkua elikkä pitää aika hallitus olla vallankumous tehdä epäonnistua","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2009_1_070_128","Alanko-Kahiluoto, Outi",1966,NA,"Female","36-45","2001-Present","Very Short","vallankumous","kokonainen paikka#kunta muuttaa luonnetta paperitehdas lopettaa toiminta muutos nähdä mahdollisuusi suomi kärkijoukoi vihreä teollinen vallankumous tapahtua työ elinkeinoministeriö valmistella metsä#ala strategiaohjelma määrä valmis vuosi metsä#ala muu perinteinen teollisuus ala strategiatyö","kokonainen paikkakunta muuttaa luonnetta paperitehdas lopettaa toiminta muutos nähdä mahdollisuusi suomi kärkijoukoi vihreä teollinen vallankumous tapahtua työ elinkeinoministeriö valmistella metsäala strategiaohjelma määrä valmis vuosi metsäala muu perinteinen teollisuus ala strategiatyö","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2002_1_177_031","Pulliainen, Erkki",1938,2022,"Male","56-65","2001-Present","Short","vallankumous","tapahtua elää elämä yhteisö kansain#välinen yhteisö puhua historia venäjä tulla vallankumous isä odessa kenkätehta johtaja saksalainen weitzmann-niminen yhtiö asian#omainen pomo henkilöhistora kieli sekamelska kotona","tapahtua elää elämä yhteisö kansainvälinen yhteisö puhua historia venäjä tulla vallankumous isä odessa kenkätehta johtaja saksalainen weitzmann-niminen yhtiö asianomainen pomo henkilöhistora kieli sekamelska kotona","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1989_1_125_010","Soininvaara, Osmo",1951,NA,"Male","36-45","1960-2000","Very Long","vallankumous","historia eurooppaa kahtiajako alistussuhe sorto aika#kausi historiallinen laajemma pessimistisemä mieli maailma elää viimeinen vuosi#kymmen tunnelma renessanssi alku saada teollinen vallankumous lähestyä umpikujaa muu umpikuja kieliä johdon#mukainen ristiriidaton suunnitelma energiapolitiikka maailma väestötilas maataloustuotanto ilma#kehä sellainen suhde kye tehdä","historia eurooppaa kahtiajako alistussuhe sorto aikakausi historiallinen laajemma pessimistisemä mieli maailma elää viimeinen vuosikymmen tunnelma renessanssi alku saada teollinen vallankumous lähestyä umpikujaa muu umpikuja kieliä johdonmukainen ristiriidaton suunnitelma energiapolitiikka maailma väestötilas maataloustuotanto ilmakehä sellainen suhde kye tehdä","Center",1,0
