"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina","Natioanalism","Socialism","Pacifst"
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1919_1_014_050","Voionmaa, Väinö",1869,1947,"Male","46-55","Civil_War","Very Long","kapina, vallankumous","esittää sellainen mieli#pide se tehdä puolueeton vankienhoitaja niin#ikään esittää erottamattoma noin s valkoinen terrori punainen kapina keskenään vallita loogillinen yhteys syy seuraus voida toisista eroittaa myöntää surettava keskenään käsittää suuri yhteiskunnallinen kysymys sellainen persoonallinen käräjänkäynni moni tahtoa kääntää puhua kapina syy nsko kapina yksilö ilkeys ilkimys aikaansaama muu syy yksityinen ilkiö yllyttäa kapina maaperä varmaan suomi työväellä kukaan asianajaja edus#kunta mieli suomi työväi maa tappio puolelta tuomita kapina tihutyödä ihminen ei kansalainen emmekä puolue jäseni hyväksyä toivottava toiselta puoli tuomita selvästi järjestelmä kansalaisonnettomuus käydä ed a h virkkuni ihmetellä voida tyytymätön yhteiskunta surullinen punainen kapina sattua voida tyytymätön olivatko sisäiset olkoa ihanteellinen ed furuhjelm mieli sattuvasti huomauttaa eräs suuri sisällinen syy kapina nimittäin ihminen joutua valkoinen terrori alainen hindulaisi arvattavasti katsoa hindulainen kapina kukistaja englantilainen verrattavi tulla ilmaisse kapina rotuanen pyytää huomauttaa seikka hindulais jälkeläinen päivä yrittää luoda englanti ii niskoilta luultavasti maailma poistaa mieli #luulo vakaumus kapina onnettomuus kaikkein syvä sisällinen syy rotuoloissataa suuri kokonaisuus suomi onneton kapina osa vallankumouknen maailman#sota tapahtua tapahtua maailma ed a furuhjelm kauhistua sana vallankumous vaatia sosiali#demokraatti voida suuri kokonaisuus suomi onneton kapina osa vallankumouknen maailman#sota tapahtua tapahtua maailma ed a furuhjelm kauhistua sana vallankumous vaatia sosiali#demokraatti voida päästä yhteiskunta saada kansalaisoikeus valtiollinen elämisoikeus maa ikuinen aika luopua kaikki vallankumouknen historia todistaa aika luopua kaikki vallankumouknen historia todistaa turmiollinen vallankumous laatu ei tahtoa sanoa vallankumous vallankumous ikävä osa eurooppalainen vallankumous suinkaan kumo totuus vallankumous historia tapahtua","esittää sellainen mielipide se tehdä puolueeton vankienhoitaja niinikään esittää erottamattoma noin s valkoinen terrori punainen kapina keskenään vallita loogillinen yhteys syy seuraus voida toisista eroittaa myöntää surettava keskenään käsittää suuri yhteiskunnallinen kysymys sellainen persoonallinen käräjänkäynni moni tahtoa kääntää puhua kapina syy nsko kapina yksilö ilkeys ilkimys aikaansaama muu syy yksityinen ilkiö yllyttäa kapina maaperä varmaan suomi työväellä kukaan asianajaja eduskunta mieli suomi työväi maa tappio puolelta tuomita kapina tihutyödä ihminen ei kansalainen emmekä puolue jäseni hyväksyä toivottava toiselta puoli tuomita selvästi järjestelmä kansalaisonnettomuus käydä ed a h virkkuni ihmetellä voida tyytymätön yhteiskunta surullinen punainen kapina sattua voida tyytymätön olivatko sisäiset olkoa ihanteellinen ed furuhjelm mieli sattuvasti huomauttaa eräs suuri sisällinen syy kapina nimittäin ihminen joutua valkoinen terrori alainen hindulaisi arvattavasti katsoa hindulainen kapina kukistaja englantilainen verrattavi tulla ilmaisse kapina rotuanen pyytää huomauttaa seikka hindulais jälkeläinen päivä yrittää luoda englanti ii niskoilta luultavasti maailma poistaa mieli luulo vakaumus kapina onnettomuus kaikkein syvä sisällinen syy rotuoloissataa suuri kokonaisuus suomi onneton kapina osa vallankumouknen maailmansota tapahtua tapahtua maailma ed a furuhjelm kauhistua sana vallankumous vaatia sosialidemokraatti voida suuri kokonaisuus suomi onneton kapina osa vallankumouknen maailmansota tapahtua tapahtua maailma ed a furuhjelm kauhistua sana vallankumous vaatia sosialidemokraatti voida päästä yhteiskunta saada kansalaisoikeus valtiollinen elämisoikeus maa ikuinen aika luopua kaikki vallankumouknen historia todistaa aika luopua kaikki vallankumouknen historia todistaa turmiollinen vallankumous laatu ei tahtoa sanoa vallankumous vallankumous ikävä osa eurooppalainen vallankumous suinkaan kumo totuus vallankumous historia tapahtua","Center",0,0,1,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1919_1_023_006","Ryömä, Hannes",1878,1939,"Male","36-45","Civil_War","Very Long","vallankumous","ehdottomasti osa voimassaoleva vastata maa valtiollinen asema muuten kehitys vaatimus vastata edus#kunta venäjä vallankumous muodostaa pyrkimys mahdollinen poliittinen tilanne tarmokkaisti työskennellä kysymys ratkaiseminen sanottako nimittäin kesä toimia vajalukuinen eduskunnankki toiminta hyvä antaa","ehdottomasti osa voimassaoleva vastata maa valtiollinen asema muuten kehitys vaatimus vastata eduskunta venäjä vallankumous muodostaa pyrkimys mahdollinen poliittinen tilanne tarmokkaisti työskennellä kysymys ratkaiseminen sanottako nimittäin kesä toimia vajalukuinen eduskunnankki toiminta hyvä antaa","Center",1,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1917_3_038_077","Valpas, Edvard",1873,1937,"Male","36-45","Civil_War","Short","vallankumous","vallan#kumous tehdä suomi työväenliikkeenen epäileä muutos tilaisuus ottaa selvä ilmiö liikke työväenliike nykyään paa toimi kaikenlainen pikkuteko toteuttaa sosialidemokraattinen yhteis#kunta ryhmä näyttää sellainen arvella tulli panna toimi jonkinlainen sosialinen vallankumous suoma ryhmä vielä kuolla niinkuin ed alkio olettaa elää mahdollisesti toimimaa suuri eurooppa maa sod vaarallinen seuraus kannattaa kiistellä itsenäisyys suomi hankkia saksa ensiksi tuottaa venäjä tappio tekijä venäjä vallankumous kukistaa keisari tekijä vallankumous kukistaa ruhtinas ljvoffi miljukoffin valta tekijä w kukistaa kerenskin itsenäisyys suomi hankkia saksa ensiksi tuottaa venäjä tappio tekijä venäjä vallankumous kukistaa keisari tekijä vallankumous kukistaa ruhtinas ljvoffi miljukoffin valta tekijä w kukistaa kerens hallitus vastustaa suomi itsenäisyys vihdoin saada","vallankumous tehdä suomi työväenliikkeenen epäileä muutos tilaisuus ottaa selvä ilmiö liikke työväenliike nykyään paa toimi kaikenlainen pikkuteko toteuttaa sosialidemokraattinen yhteiskunta ryhmä näyttää sellainen arvella tulli panna toimi jonkinlainen sosialinen vallankumous suoma ryhmä vielä kuolla niinkuin ed alkio olettaa elää mahdollisesti toimimaa suuri eurooppa maa sod vaarallinen seuraus kannattaa kiistellä itsenäisyys suomi hankkia saksa ensiksi tuottaa venäjä tappio tekijä venäjä vallankumous kukistaa keisari tekijä vallankumous kukistaa ruhtinas ljvoffi miljukoffin valta tekijä w kukistaa kerenskin itsenäisyys suomi hankkia saksa ensiksi tuottaa venäjä tappio tekijä venäjä vallankumous kukistaa keisari tekijä vallankumous kukistaa ruhtinas ljvoffi miljukoffin valta tekijä w kukistaa kerens hallitus vastustaa suomi itsenäisyys vihdoin saada","Center",1,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1921_1_076_034","Keto, Jaakko",1884,1947,"Male","36-45","1920-1960","Very Long","vallankumous","pitää erillään seikka nimittäin neuvostohallitus väittää halu tuhota suomi itsenäi syys jäsen toivomus suoma niinkuin muualla maailma puhjeta vproletaarinen vallankumous täällä pystyttää neuvostojärjestelmä jos viimeksi#mainita toive epäilemätön luulla suomi itsenäisyys sitteni taata neuvostohallitus olla venäjä peräsimessä joku taantumuksellinen","pitää erillään seikka nimittäin neuvostohallitus väittää halu tuhota suomi itsenäi syys jäsen toivomus suoma niinkuin muualla maailma puhjeta vproletaarinen vallankumous täällä pystyttää neuvostojärjestelmä jos viimeksimainita toive epäilemätön luulla suomi itsenäisyys sitteni taata neuvostohallitus olla venäjä peräsimessä joku taantumuksellinen","Center",1,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1945_1_037_017","Paasivuori, Arvo",1905,1987,"Male","36-45","1920-1960","Long","luokkasota","venäjä työväenluokka yhteinen sortaja tsaarihallitus taistelu johtaa vuosi voitto tunnustaa venäjä valta päästä työväen#luokka muodostaa hallitus suomi itsenäisyys suomi syntyä luokkasota työväestö hävitä ainoastaan saksan häviö silloinen maailman#sota pelastaa suomi työväen#luokka orjuus edelläkuvata asiaintila pysyvä ulko sisäpoliittinen seuraus maa — taantumuksellinen porvaristo","venäjä työväenluokka yhteinen sortaja tsaarihallitus taistelu johtaa vuosi voitto tunnustaa venäjä valta päästä työväenluokka muodostaa hallitus suomi itsenäisyys suomi syntyä luokkasota työväestö hävitä ainoastaan saksan häviö silloinen maailmansota pelastaa suomi työväenluokka orjuus edelläkuvata asiaintila pysyvä ulko sisäpoliittinen seuraus maa — taantumuksellinen porvaristo","Center",0,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1928_1_057_002","Huttunen, Edvard",1889,1943,"Male","36-45","1920-1960","Very Long","kansalaissota","rikollinen oleteta työväki suomi ryhtyä kunnioittaa juhlapäivä esinä tammikuu päivä n s kansalais#sota alkaa sota#päivä muisto juhlita tula vetää valta#kunta lippu esinä helsing kaupunki rahatoimikamari kaupungintalo katto valtio#neuvosto katto silloin","rikollinen oleteta työväki suomi ryhtyä kunnioittaa juhlapäivä esinä tammikuu päivä n s kansalaissota alkaa sotapäivä muisto juhlita tula vetää valtakunta lippu esinä helsing kaupunki rahatoimikamari kaupungintalo katto valtioneuvosto katto silloin","Center",0,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1929_2_039_017","Hakkila, Väinö",1882,1958,"Male","46-55","1920-1960","Very Short","vallankumous","mennä vuosikymmen taaksepäin löytää ajan#kohta punainen väri punainen lippu yleinen muoti suoma sen ki venäjä vallankumous vapauttaa maa kansallislipu tilaisuus hulmuta kattoj harjoa suomi leijonalipa sentään punainen jokin väri oikeisto porvaristo","mennä vuosikymmen taaksepäin löytää ajankohta punainen väri punainen lippu yleinen muoti suoma sen ki venäjä vallankumous vapauttaa maa kansallislipu tilaisuus hulmuta kattoj harjoa suomi leijonalipa sentään punainen jokin väri oikeisto porvaristo","Center",1,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1935_2_105_043","Kivisalo, Väinö",1882,1953,"Male","46-55","1920-1960","Long","kansalaissota","valo suomi itsenäisyys yksinomaisesti riippua valkoinen voito kansalaissoda rehellinen totuus suomi itsenäisyys saavuttaa pari kuukausi kansalais#sota alkoika tietää venäjä vallanpitäji rehellinen aikomus täyttää toimen#pide valtiollinen ero johtua täyttivä brest-litovs rauhan#sopimus tehdä ennenkuin alkoika tietää venäjä vallanpitäji rehellinen aikomus täyttää toimen#pide valtiollinen ero johtua täyttivä brest-litovs rauhan#sopimus tehdä ennenkuin kansalaissota päättyikä vastoin oikeistoporvari esilläolla aloite silloinen aie menestyä suomi olla itsenäinen tasa#valta keisarillinen saksa alaisuus ratkaista erimielisyyksä rauhallinen keino noloa työväi muu nolo kamppailu jatkaa katkeruus kansalaissota jäie terrori synnyttää käydä rakkaus hyvä tahto mieli haihduttaa pysyvä onni varmaan molemmat os teko suomi kansa kunnioittaa nuija#mies onni maa valkoinen punaistenkki aie onnistua kansalais#sota päättyä sovintorauha hyvä työläinen porvarienkki keskuudessa toivoa onni suuri sovintorauha saada tehdä","valo suomi itsenäisyys yksinomaisesti riippua valkoinen voito kansalaissoda rehellinen totuus suomi itsenäisyys saavuttaa pari kuukausi kansalaissota alkoika tietää venäjä vallanpitäji rehellinen aikomus täyttää toimenpide valtiollinen ero johtua täyttivä brest-litovs rauhansopimus tehdä ennenkuin alkoika tietää venäjä vallanpitäji rehellinen aikomus täyttää toimenpide valtiollinen ero johtua täyttivä brest-litovs rauhansopimus tehdä ennenkuin kansalaissota päättyikä vastoin oikeistoporvari esilläolla aloite silloinen aie menestyä suomi olla itsenäinen tasavalta keisarillinen saksa alaisuus ratkaista erimielisyyksä rauhallinen keino noloa työväi muu nolo kamppailu jatkaa katkeruus kansalaissota jäie terrori synnyttää käydä rakkaus hyvä tahto mieli haihduttaa pysyvä onni varmaan molemmat os teko suomi kansa kunnioittaa nuijamies onni maa valkoinen punaistenkki aie onnistua kansalaissota päättyä sovintorauha hyvä työläinen porvarienkki keskuudessa toivoa onni suuri sovintorauha saada tehdä","Center",0,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1935_2_088_039","Räisänen, Yrjö",1888,1948,"Male","46-55","1920-1960","Very Long","kapina, vallankumous","riittää vuosi surullinen murheellinen kansalais#sota vuosi puhe tuaho iikolli taho pitää olla muistaa kapina tulla perusteellisesti rangaisttu rankaiseminen jäädä vähä iikolli lapualais mäntsälä kapina rankaiseminen vuosi syyttäjäin muistaa ed kares vallankumous epävarma yritys onnistua lu syvä aihe vallankumous niinkuin itsestään rupea vallankumous tehdä tekopeli mi homma paukuttaa pää sosialidemokraatei käydä n ta va niinkuin itsestään rupea vallankumous tehdä tekopeli mi homma paukuttaa pää sosialidemokraatei käydä n ta va tapahtua vallankumous käydä täydellisesti punainen lippu merkki muistaa nykyinen kokoomuslainen punainen sanoa tältä paikka vakuutella","riittää vuosi surullinen murheellinen kansalaissota vuosi puhe tuaho iikolli taho pitää olla muistaa kapina tulla perusteellisesti rangaisttu rankaiseminen jäädä vähä iikolli lapualais mäntsälä kapina rankaiseminen vuosi syyttäjäin muistaa ed kares vallankumous epävarma yritys onnistua lu syvä aihe vallankumous niinkuin itsestään rupea vallankumous tehdä tekopeli mi homma paukuttaa pää sosialidemokraatei käydä n ta va niinkuin itsestään rupea vallankumous tehdä tekopeli mi homma paukuttaa pää sosialidemokraatei käydä n ta va tapahtua vallankumous käydä täydellisesti punainen lippu merkki muistaa nykyinen kokoomuslainen punainen sanoa tältä paikka vakuutella","Center",0,0,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1926_1_061_093","Aalto, Johan",1886,1946,"Male","36-45","1920-1960","Very Short","kapina","yleiskeskustelu päivä kosketella joku puute lakiehdotus $ ssä mikään määritellä laki kapina katsoa ryhtyä toistaa tapaus päivä mainita osoittaa tavallinen lakkotaist#etu vähimmässä määrä valtiollinen luonne semmoinen selvennys kukaan epälys laki tulla käyttää väärin senvuo ehdottaa i $ n momenta lisättäisi seuraava lause kapina laki olla joukko henkilö ase#voima ryhtyä kumota voimassaoleva oikeusjärjestys iisäys suinkaan heikentää mikään lak","yleiskeskustelu päivä kosketella joku puute lakiehdotus $ ssä mikään määritellä laki kapina katsoa ryhtyä toistaa tapaus päivä mainita osoittaa tavallinen lakkotaistetu vähimmässä määrä valtiollinen luonne semmoinen selvennys kukaan epälys laki tulla käyttää väärin senvuo ehdottaa i $ n momenta lisättäisi seuraava lause kapina laki olla joukko henkilö asevoima ryhtyä kumota voimassaoleva oikeusjärjestys iisäys suinkaan heikentää mikään lak","Center",0,1,1,0,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1929_2_043_037","Myllymäki, Kalle",1883,1933,"Male","46-55","1920-1960","Short","kansalaissota","suomi itsenäisyyt käsittely paikka edus#kunta sanoa suomi kansalais#sota päättyä mikään kohota punainen lippu maailma politiikka kohota punainen lippu tehdä mahdollinen suomenkki selviytyä tukala tilanne mihinkä","suomi itsenäisyyt käsittely paikka eduskunta sanoa suomi kansalaissota päättyä mikään kohota punainen lippu maailma politiikka kohota punainen lippu tehdä mahdollinen suomenkki selviytyä tukala tilanne mihinkä","Center",0,0,1,0,0
"Vasemmistoliitto","http://ldf.fi/semparl/speeches/s2001_1_082_009","Syvärinen, Katja",1971,NA,"Female","25-35","2001-Present","Long","vallankumous","julkistaa visioita euroopa näkyä asian#omainen henkilökohtainen mieltymys poliittinen suunta kansallinen historia kuva oma kansakunna eurooppa osa ranska vallankumous laa yhtenäinen ranskalaisuus korostaa valtio vaiva kyetä myöntyä paikallinen itsehallinto antaminen korsika näkemys kansa#kunta rooli heijastua","julkistaa visioita euroopa näkyä asianomainen henkilökohtainen mieltymys poliittinen suunta kansallinen historia kuva oma kansakunna eurooppa osa ranska vallankumous laa yhtenäinen ranskalaisuus korostaa valtio vaiva kyetä myöntyä paikallinen itsehallinto antaminen korsika näkemys kansakunta rooli heijastua","Left",1,0,1,0,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2008_1_105_026","Tynkkynen, Oras",1977,NA,"Male","25-35","2001-Present","Long","vallankumous","ratkaista talous ilmastokriisi sama toimen#pide valita ratkaisu elvyttää talous leikata ilmastokuormitus maailma teollinen vallankumous merkitä ripeä siirtyä vähähiilinen yhteis#kunta edeltäjänsä teollinen vallankumous tarjota valtava mahdollisuus ymmärtää oikea liike suomi elvyttää talous leikata ilmastokuormitus maailma teollinen vallankumous merkitä ripeä siirtyä vähähiilinen yhteis#kunta edeltäjänsä teollinen vallankumous tarjota valtava mahdollisuus ymmärtää oikea liike suomella vahva uusiutuva energia energiatehokkuus osaaminen satsata kestävä ratkaisu koti#maa","ratkaista talous ilmastokriisi sama toimenpide valita ratkaisu elvyttää talous leikata ilmastokuormitus maailma teollinen vallankumous merkitä ripeä siirtyä vähähiilinen yhteiskunta edeltäjänsä teollinen vallankumous tarjota valtava mahdollisuus ymmärtää oikea liike suomi elvyttää talous leikata ilmastokuormitus maailma teollinen vallankumous merkitä ripeä siirtyä vähähiilinen yhteiskunta edeltäjänsä teollinen vallankumous tarjota valtava mahdollisuus ymmärtää oikea liike suomella vahva uusiutuva energia energiatehokkuus osaaminen satsata kestävä ratkaisu kotimaa","Center",1,0,1,0,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2016_1_062_006","Hassi, Satu",1951,NA,"Female","56-65","2001-Present","Very Short","sisällissota","äänioi-keus hieno hattu sonnustautua säätyläisnais rinnalla vaatimus yleinen äänioikeus sisältyä punainen julistus lukea tampere raatihuoa parvekkeel ihminen suurlakkokokouknen maa itsenäisyys kuukausi käydä verinen sisällis#sota suomi komeilla moni kansain#välinen vertailu kärki kärki tuntua yhteys nainen asea suku#puoli tasa-arvo ihmisoikeuksinen kansalaisvapauksinen puhua ikään muu","äänioi-keus hieno hattu sonnustautua säätyläisnais rinnalla vaatimus yleinen äänioikeus sisältyä punainen julistus lukea tampere raatihuoa parvekkeel ihminen suurlakkokokouknen maa itsenäisyys kuukausi käydä verinen sisällissota suomi komeilla moni kansainvälinen vertailu kärki kärki tuntua yhteys nainen asea sukupuoli tasa-arvo ihmisoikeuksinen kansalaisvapauksinen puhua ikään muu","Center",0,0,1,1,0
NA,"http://ldf.fi/semparl/speeches/s1993_1_090_023","Laukkanen, Vesa",1956,NA,"Male","36-45","1960-2000","Very Long","vallankumous","viikko kotimaa-lehti kantea kysymys vaihtuuko maa moraali vastaus sisäsivu kertoa eräs kristity mainita filosofi tuomari kanta valta vaihtuminen alkaa koplauknen vallankumous alkaa ed jaakonsaari hiljainen vallankumous valtava uskoa pelkästään asias henkilö mahdollisesti valtakunnanoikeus yhä moraali vastaus sisäsivu kertoa eräs kristity mainita filosofi tuomari kanta valta vaihtuminen alkaa koplauknen vallankumous alkaa ed jaakonsaari hiljainen vallankumous valtava uskoa pelkästään asias henkilö mahdollisesti valtakunnanoikeus yhä tällainen ajattelu uskoa maa vaihdu","viikko kotimaa-lehti kantea kysymys vaihtuuko maa moraali vastaus sisäsivu kertoa eräs kristity mainita filosofi tuomari kanta valta vaihtuminen alkaa koplauknen vallankumous alkaa ed jaakonsaari hiljainen vallankumous valtava uskoa pelkästään asias henkilö mahdollisesti valtakunnanoikeus yhä moraali vastaus sisäsivu kertoa eräs kristity mainita filosofi tuomari kanta valta vaihtuminen alkaa koplauknen vallankumous alkaa ed jaakonsaari hiljainen vallankumous valtava uskoa pelkästään asias henkilö mahdollisesti valtakunnanoikeus yhä tällainen ajattelu uskoa maa vaihdu",NA,1,0,1,0,0
NA,"http://ldf.fi/semparl/speeches/s1917_3_101_040","Lundson, Johannes",1867,1939,"Male","46-55","Civil_War","Short","kapina","hallitus suorittaa erinomainen raskas taakka kanntaa kulua kuukausi sisäinen ristiriita vieras sortaja nostattaa tukema kapina johtua sekasorto kaikki ala asettaa ylivoimaisi näyttää este valtio asiai hoito pää#määrä suomi kansa onni menestys hallitus edus#kunta tukea myrskyisin suomi uudema historia runsaa mitta hallitus arvoisa edustaja saada kokea lakko levottomuus ehkäisä valtiollinen toiminta punainen kapina keskeyttää työ kapina kukistua maa sekasortoinen tila yltyvä nälänhä tehdä työtaakka ylen raskaa yhteis#voima täytyä koettaa johtaa maa vaikeus","hallitus suorittaa erinomainen raskas taakka kanntaa kulua kuukausi sisäinen ristiriita vieras sortaja nostattaa tukema kapina johtua sekasorto kaikki ala asettaa ylivoimaisi näyttää este valtio asiai hoito päämäärä suomi kansa onni menestys hallitus eduskunta tukea myrskyisin suomi uudema historia runsaa mitta hallitus arvoisa edustaja saada kokea lakko levottomuus ehkäisä valtiollinen toiminta punainen kapina keskeyttää työ kapina kukistua maa sekasortoinen tila yltyvä nälänhä tehdä työtaakka ylen raskaa yhteisvoima täytyä koettaa johtaa maa vaikeus",NA,0,1,1,0,0
