"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina","Natioanalism","Socialism","Pacifst"
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1921_1_020_042","Paasivuori, Matti",1866,1937,"Male","46-55","1920-1960","Long","kansalaissota","käsitellä edus#kunta laki#valio#kunta sanomalehdistö iporvaristo syyttää puoluetta metri metri se NA että ei luokka kataistelu pysyä parlamentaarisell kanta tapahtua kansalais#sota mukamas väite todiste myöntää porvaristo pysyä parlamentaarisell kanta tarkasteta lamentarismiyvä nenkuin kysymys vastata etu työväenijärjestö lähetystö käynti hallitus tuottaa tulos näyttä työ#väki ärsyteta nälä tarkoituknen tulos tietää tulos kansalaissota hallitus kansanvaltainen hallitus porvaristo taho sanoa olla rehellinen tunnustettava kansalais#sota syntyä maailman#sota tietää tulos kansalaissota hallitus kansanvaltainen hallitus porvaristo taho sanoa olla rehellinen tunnustettava kansalais#sota syntyä maailman#sota aiheuttaa työttömyys elintarvekurjuus epä#kohta porvarillinen hallitus tahtoa määrä korjata tilaisuus pitäisää jokainen toimi liikkua kiihoittaja nimi nälkä liia radikaalinen revisionismi olla käydä kansalais#sota syntyä yhteiskunnallinen epäkohti johdosta kansalais#sota vapaus kansalaisoikeus menettänei saattaa oikeus yhd puhuja ehdottaa —armahduslai lakivalio#kunta mietintö","käsitellä eduskunta lakivaliokunta sanomalehdistö iporvaristo syyttää puoluetta metri metri se NA että ei luokka kataistelu pysyä parlamentaarisell kanta tapahtua kansalaissota mukamas väite todiste myöntää porvaristo pysyä parlamentaarisell kanta tarkasteta lamentarismiyvä nenkuin kysymys vastata etu työväenijärjestö lähetystö käynti hallitus tuottaa tulos näyttä työväki ärsyteta nälä tarkoituknen tulos tietää tulos kansalaissota hallitus kansanvaltainen hallitus porvaristo taho sanoa olla rehellinen tunnustettava kansalaissota syntyä maailmansota tietää tulos kansalaissota hallitus kansanvaltainen hallitus porvaristo taho sanoa olla rehellinen tunnustettava kansalaissota syntyä maailmansota aiheuttaa työttömyys elintarvekurjuus epäkohta porvarillinen hallitus tahtoa määrä korjata tilaisuus pitäisää jokainen toimi liikkua kiihoittaja nimi nälkä liia radikaalinen revisionismi olla käydä kansalaissota syntyä yhteiskunnallinen epäkohti johdosta kansalaissota vapaus kansalaisoikeus menettänei saattaa oikeus yhd puhuja ehdottaa —armahduslai lakivaliokunta mietintö","Center",0,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1997_1_166_109","Saarinen, Matti",1947,2021,"Male","46-55","1960-2000","Short","kapina","säilyä yhteiskuntarauha hyvätuloinen rahasteta korkea vero huomattavasti vero kokea saada julkinen palvelu jokin jonkinlainen kapina vauraitten halu ylläpitää sosiaaliturva perusturva jokin saavuttaa äärimitta väittää olla tilanne ajattelu teoreettinen olosuhtei pienituloinen kohta","säilyä yhteiskuntarauha hyvätuloinen rahasteta korkea vero huomattavasti vero kokea saada julkinen palvelu jokin jonkinlainen kapina vauraitten halu ylläpitää sosiaaliturva perusturva jokin saavuttaa äärimitta väittää olla tilanne ajattelu teoreettinen olosuhtei pienituloinen kohta","Center",0,1,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1920_1_067_033","Helo, Johan",1889,1966,"Male","25-35","1920-1960","Very Long","vallankumous","mmuodostaa jonkunmoinen kehys valo sosialidemokraatti katsella yhteiskuntajärjestelmä tarkoitus saattaa lopullisesti käytäntö tällainen kuvitelma illusioninen tehdä venäjä vallankumous ratkaisla äkillinen loppu venäjä yhteis#kunnallinen vallankumous näyttää sosialidemokratia olla muuttua miksi reformatorinen liikke miksi periaatte pysyä sellainen katsella yhteiskuntajärjestelmä tarkoitus saattaa lopullisesti käytäntö tällainen kuvitelma illusioninen tehdä venäjä vallankumous ratkaisla äkillinen loppu venäjä yhteis#kunnallinen vallankumous näyttää sosialidemokratia olla muuttua miksi reformatorinen liikke miksi periaatte pysyä sellainen käytännöllinen ohjelma saattaa käytäntö sovelluteta","mmuodostaa jonkunmoinen kehys valo sosialidemokraatti katsella yhteiskuntajärjestelmä tarkoitus saattaa lopullisesti käytäntö tällainen kuvitelma illusioninen tehdä venäjä vallankumous ratkaisla äkillinen loppu venäjä yhteiskunnallinen vallankumous näyttää sosialidemokratia olla muuttua miksi reformatorinen liikke miksi periaatte pysyä sellainen katsella yhteiskuntajärjestelmä tarkoitus saattaa lopullisesti käytäntö tällainen kuvitelma illusioninen tehdä venäjä vallankumous ratkaisla äkillinen loppu venäjä yhteiskunnallinen vallankumous näyttää sosialidemokratia olla muuttua miksi reformatorinen liikke miksi periaatte pysyä sellainen käytännöllinen ohjelma saattaa käytäntö sovelluteta","Center",1,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1917_3_006_017","Mäkelä, Santeri",1870,1938,"Male","46-55",NA,"Long","vallankumous","tuntua toisenlainen menettely#tapa sosiali#demokraatti puoli vallankumous olia tarpeellinen sosialidemokraattinen puolue maaliskuunpäivä venäjä vallankumous puheta yhteis#kunta poh maa murtua porvariluokka maa voimattoma vapisevi käsin kiinnittää vallankumous punainen ruusu rinta pitkälle pyrkiä koettaa positiivinen tulos päästä suorittaa maa rauhallinen veretö vallankumous suorittaa yhteis#kunnallinen uudistus#työ olo unohtaa päivä teroittama suomi työtätekeä luokka mieli mahdollisuus unohtaa päivä teroittama suomi työtätekeä luokka mieli mahdollisuus tulevaisuus saattaa suomi työtätekevä luokka ratkaistava ennenkuin vallankumous maa venäjä päättyä teroitla työtätökevä luokka mieli porvaristo vaikka kantaa vallankumous punainen merkki rinnassa kaikki","tuntua toisenlainen menettelytapa sosialidemokraatti puoli vallankumous olia tarpeellinen sosialidemokraattinen puolue maaliskuunpäivä venäjä vallankumous puheta yhteiskunta poh maa murtua porvariluokka maa voimattoma vapisevi käsin kiinnittää vallankumous punainen ruusu rinta pitkälle pyrkiä koettaa positiivinen tulos päästä suorittaa maa rauhallinen veretö vallankumous suorittaa yhteiskunnallinen uudistustyö olo unohtaa päivä teroittama suomi työtätekeä luokka mieli mahdollisuus unohtaa päivä teroittama suomi työtätekeä luokka mieli mahdollisuus tulevaisuus saattaa suomi työtätekevä luokka ratkaistava ennenkuin vallankumous maa venäjä päättyä teroitla työtätökevä luokka mieli porvaristo vaikka kantaa vallankumous punainen merkki rinnassa kaikki","Center",1,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1931_1_017_021","Tanner, Väinö",1881,1966,"Male","46-55","1920-1960","Long","kansalaissota","mahtaa maailma voida estää ed paavolainen sosialismi kylvö aiheuttaa aiheuttaa sosialismi kylvö semmoinen aiheut sanoa kansalais#sota onnettomuus tehdä semmoinen jälkeenpäin tehdä mieli puhua kaikenlainen raakuus rikoksellisuus väkivaltaisuus esiintyä myönnettää avoimesti työ#väki puhuja halukas kieltää esiintyä toisella puoli aika kerätä tilasto henki menettää uhri kansalaissota kumpikin puoli vaatia tilasto syyttää valkoinen rintama valkoinen rintama esiintyä sota sota räikeästi","mahtaa maailma voida estää ed paavolainen sosialismi kylvö aiheuttaa aiheuttaa sosialismi kylvö semmoinen aiheut sanoa kansalaissota onnettomuus tehdä semmoinen jälkeenpäin tehdä mieli puhua kaikenlainen raakuus rikoksellisuus väkivaltaisuus esiintyä myönnettää avoimesti työväki puhuja halukas kieltää esiintyä toisella puoli aika kerätä tilasto henki menettää uhri kansalaissota kumpikin puoli vaatia tilasto syyttää valkoinen rintama valkoinen rintama esiintyä sota sota räikeästi","Center",0,0,0,1,0
"Suomen Sosialistinen Työväenpuolue","http://ldf.fi/semparl/speeches/s1922_1_037_036","Kankari, Kalle",1889,1948,"Male","25-35","1920-1960","Short","vallankumous","voima suorittaa yhteis#kunnallinen vallankumous kommunisti väittää välttämätön kommunisti välttämättömäksi selittäneet selittää yhteis#kunnallinen vallankumous välttämättömyys tapahtua vallankumous käydä ed renvall myöntää jälke elämä","voima suorittaa yhteiskunnallinen vallankumous kommunisti väittää välttämätön kommunisti välttämättömäksi selittäneet selittää yhteiskunnallinen vallankumous välttämättömyys tapahtua vallankumous käydä ed renvall myöntää jälke elämä","Left",1,0,0,1,0
"Suomen Sosialistinen Työväenpuolue","http://ldf.fi/semparl/speeches/s1923_1_016_028","Enqvist, Jaakko",1877,1933,"Male","46-55","1920-1960","Long","vallankumous","voimakas porvaristo itse vaarallinen sentähti vaarallinen työväenluokka tuntea luokka-asema nähdä työväenluokka vapauttaa suorittaa luokkataistelu vallankumous ehdottaa laki suuri valiokunta valio#kunta ottaa käsittely pohja työväenasiainvalio#kunta mietintö liittää vasta#lause esityksen olla vp ed","voimakas porvaristo itse vaarallinen sentähti vaarallinen työväenluokka tuntea luokka-asema nähdä työväenluokka vapauttaa suorittaa luokkataistelu vallankumous ehdottaa laki suuri valiokunta valiokunta ottaa käsittely pohja työväenasiainvaliokunta mietintö liittää vastalause esityksen olla vp ed","Left",1,0,0,1,0
"Suomen Sosialistinen Työväenpuolue","http://ldf.fi/semparl/speeches/s1922_1_037_024","Enqvist, Jaakko",1877,1933,"Male","36-45","1920-1960","Very Long","vallankumous","valta pyrkimä demokraattinen tilanne panna pää#oma omistaja hakea turva itse nähdä pitkä vallankumous alkupäiä työläisinen tietoinen yhteis#kunnallinen vallankumous talouteä linen vallankumous maa olla verinen työläinen ennenkuin tapasa rintama uskoa seikka suurpääoma demokraattinen tilanne panna pää#oma omistaja hakea turva itse nähdä pitkä vallankumous alkupäiä työläisinen tietoinen yhteis#kunnallinen vallankumous talouteä linen vallankumous maa olla verinen työläinen ennenkuin tapasa rintama uskoa seikas suurpääoma järjestää tietysti","valta pyrkimä demokraattinen tilanne panna pääoma omistaja hakea turva itse nähdä pitkä vallankumous alkupäiä työläisinen tietoinen yhteiskunnallinen vallankumous talouteä linen vallankumous maa olla verinen työläinen ennenkuin tapasa rintama uskoa seikka suurpääoma demokraattinen tilanne panna pääoma omistaja hakea turva itse nähdä pitkä vallankumous alkupäiä työläisinen tietoinen yhteiskunnallinen vallankumous talouteä linen vallankumous maa olla verinen työläinen ennenkuin tapasa rintama uskoa seikas suurpääoma järjestää tietysti","Left",1,0,0,1,0
"Suomen Sosialistinen Työväenpuolue","http://ldf.fi/semparl/speeches/s1922_1_016_078","Enqvist, Jaakko",1877,1933,"Male","36-45","1920-1960","Short","kapina","puheen#vuoro pyytäminen aihe ensinnä sisäministerin vastaus lausua perä-pohjola viimetalvinen kuolajärvi kuusamo tapahtua kapina rettelö kevät perä-pohjola syntyneitten työtaistelu todeta täydellisesti sisäministeri vastaus mainita","puheenvuoro pyytäminen aihe ensinnä sisäministerin vastaus lausua perä-pohjola viimetalvinen kuolajärvi kuusamo tapahtua kapina rettelö kevät perä-pohjola syntyneitten työtaistelu todeta täydellisesti sisäministeri vastaus mainita","Left",0,1,0,1,0
"Suomen Sosialistinen Työväenpuolue","http://ldf.fi/semparl/speeches/s1922_1_016_015","Lampinen, Kalle",1894,1950,"Male","25-35","1920-1960","Long","kansalaissota, luokkasota","lentokirjanen käsitellä perä bolshevismi käsitellä kansalaissotaa käsitellä yhteiskunnallinen kysymys vissi iluokkahengä joitten tarkoitus sanoa kansalais#sota luokkasota maa vissi yhteis#kunnallinen syy johdosta syntyä aiheutua itämainen barbarisminen rosvo aikaansaaa sellainen rosvous suomi armeija lentokirjanen käsitellä perä bolshevismi käsitellä kansalaissotaa käsitellä yhteiskunnallinen kysymys vissi iluokkahengä joitten tarkoitus sanoa kansalais#sota luokkasota maa vissi yhteis#kunnallinen syy johdosta syntyä aiheutua itämainen barbarisminen rosvo aikaansaaa sellainen rosvous suomi armeija","lentokirjanen käsitellä perä bolshevismi käsitellä kansalaissotaa käsitellä yhteiskunnallinen kysymys vissi iluokkahengä joitten tarkoitus sanoa kansalaissota luokkasota maa vissi yhteiskunnallinen syy johdosta syntyä aiheutua itämainen barbarisminen rosvo aikaansaaa sellainen rosvous suomi armeija lentokirjanen käsitellä perä bolshevismi käsitellä kansalaissotaa käsitellä yhteiskunnallinen kysymys vissi iluokkahengä joitten tarkoitus sanoa kansalaissota luokkasota maa vissi yhteiskunnallinen syy johdosta syntyä aiheutua itämainen barbarisminen rosvo aikaansaaa sellainen rosvous suomi armeija","Left",0,0,0,1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2008_1_054_008","Sumuvuori, Johanna",1976,NA,"Female","25-35","2001-Present","Short","vallankumous","ilmastokatastrofi vasa ilmastotalkoinen arvoisa puhe#mies liikenne energiankulutuknen yhdyskuntarakentei kulutustottumuksinen tuntua muutos edellyttää valtio ohjaus#toimi ilmasto#muutos torjunta yhteis#kunnallinen teollinen vallankumous pärjätä hyppäää täynen historia riittävästi esimerkki käydä valita toimintalinjaknen jarruttaminen","ilmastokatastrofi vasa ilmastotalkoinen arvoisa puhemies liikenne energiankulutuknen yhdyskuntarakentei kulutustottumuksinen tuntua muutos edellyttää valtio ohjaustoimi ilmastomuutos torjunta yhteiskunnallinen teollinen vallankumous pärjätä hyppäää täynen historia riittävästi esimerkki käydä valita toimintalinjaknen jarruttaminen","Center",1,0,0,1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2010_1_075_200","Kasvi, Jyrki",1964,2021,"Male","46-55","2001-Present","Short","sisällissota","palkkaa maakunti poliisi kaukaa hataa katsoa suomi historia taaksepäin tulevaisuus kumma historiaka suomi kokea sisällissota sota suurlakko yleislakko vuosi suomi kokea vastaava yhteiskunnallinen mullistus vaarantaisa rakennettaa ydinvoimalalaitos käyttää ydinpolttoaine turvallisuus arvoisa puhe#mies hallitus","palkkaa maakunti poliisi kaukaa hataa katsoa suomi historia taaksepäin tulevaisuus kumma historiaka suomi kokea sisällissota sota suurlakko yleislakko vuosi suomi kokea vastaava yhteiskunnallinen mullistus vaarantaisa rakennettaa ydinvoimalalaitos käyttää ydinpolttoaine turvallisuus arvoisa puhemies hallitus","Center",0,0,0,1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2016_1_062_006","Hassi, Satu",1951,NA,"Female","56-65","2001-Present","Very Short","sisällissota","äänioi-keus hieno hattu sonnustautua säätyläisnais rinnalla vaatimus yleinen äänioikeus sisältyä punainen julistus lukea tampere raatihuoa parvekkeel ihminen suurlakkokokouknen maa itsenäisyys kuukausi käydä verinen sisällis#sota suomi komeilla moni kansain#välinen vertailu kärki kärki tuntua yhteys nainen asea suku#puoli tasa-arvo ihmisoikeuksinen kansalaisvapauksinen puhua ikään muu","äänioi-keus hieno hattu sonnustautua säätyläisnais rinnalla vaatimus yleinen äänioikeus sisältyä punainen julistus lukea tampere raatihuoa parvekkeel ihminen suurlakkokokouknen maa itsenäisyys kuukausi käydä verinen sisällissota suomi komeilla moni kansainvälinen vertailu kärki kärki tuntua yhteys nainen asea sukupuoli tasa-arvo ihmisoikeuksinen kansalaisvapauksinen puhua ikään muu","Center",0,0,1,1,0
NA,"http://ldf.fi/semparl/speeches/s1994_1_119_030","Laukkanen, Vesa",1956,NA,"Male","36-45","1960-2000","Very Short","kansalaissota","teoreettinen edellytys luontaistaloudi eliminoitua kokonaisuus professori aarnio sanoa aika tilaton väestö vala yhteis#kunnallinen ongelma tarvita kokonainen mullistus kansalais#sota kyetä ratkaista tilaton väestö ongelma nähdä kuva suomi tuleva kehitys eu n jäsen","teoreettinen edellytys luontaistaloudi eliminoitua kokonaisuus professori aarnio sanoa aika tilaton väestö vala yhteiskunnallinen ongelma tarvita kokonainen mullistus kansalaissota kyetä ratkaista tilaton väestö ongelma nähdä kuva suomi tuleva kehitys eu n jäsen",NA,0,0,0,1,0
